29,0,177,39,0,161,30,0,185,48,0,188,47,0,186,50,0,197,56
25,0,176,39,0,177,40,0,192,54,0,233,95,0,193,57,0,191,51
12,0,174,42,0,179,43,0,225,79,0,207,66,0,165,36,0,180,41
34,0,155,33,0,180,47,0,227,81,0,207,66,0,170,42,0,189,50
30,0,156,42,0,173,41,0,223,72,0,209,65,0,224,80,0,216,71
37,0,186,50,0,157,30,0,205,57,0,219,73,0,213,66,0,160,34
34,0,171,37,0,173,41,0,194,51,0,218,68,0,205,61,0,169,36
34,0,174,39,0,174,42,0,194,51,0,219,69,0,207,62,0,169,37
37,0,173,42,0,182,46,0,188,48,0,220,76,0,207,63,0,208,62
45,0,168,38,0,187,49,0,186,48,0,221,80,0,209,67,0,214,68
61,0,167,43,0,182,49,0,182,43,0,218,76,0,216,68,0,208,64
69,0,178,47,0,183,49,0,186,46,0,220,76,0,215,67,0,201,57
77,0,181,49,0,184,53,0,182,48,0,218,78,0,216,68,0,202,59
79,0,181,49,0,189,58,0,184,51,0,219,76,0,221,72,0,209,62
74,0,176,42,0,199,62,0,192,55,0,216,73,0,236,82,0,219,69
78,0,183,43,0,185,52,0,200,61,0,216,72,0,239,87,0,221,71
77,0,182,42,0,186,52,0,200,62,0,216,72,0,239,87,0,221,71
85,0,178,43,0,173,44,0,209,71,0,218,75,0,240,89,0,223,73
85,0,169,37,0,168,37,0,214,72,0,216,72,0,238,86,0,228,76
79,0,182,47,0,167,36,0,195,60,0,211,72,0,236,87,0,229,78
70,0,186,52,0,176,40,0,186,53,0,208,69,0,238,88,0,231,79
64,0,195,57,0,197,52,0,181,47,0,204,65,0,240,90,0,239,84
58,0,208,64,0,216,69,0,186,50,0,211,68,0,240,90,0,234,79
47,0,209,65,0,217,72,0,191,52,0,224,77,0,237,87,0,220,76
43,0,195,57,0,220,74,0,197,58,0,225,77,0,232,84,0,220,76
38,0,193,54,0,193,53,0,193,55,0,213,71,0,222,79,0,224,79
38,0,191,53,0,194,54,0,193,55,0,213,71,0,219,78,0,222,77
37,0,196,57,0,180,47,0,190,54,0,195,60,0,209,74,0,219,77
41,0,176,50,0,189,49,0,171,42,0,181,50,0,200,68,0,213,74
52,0,168,42,0,163,33,0,164,38,0,165,40,0,197,62,0,216,74
74,0,135,28,0,158,28,0,137,18,0,153,35,0,186,54,0,211,87
73,0,129,27,0,158,27,0,137,18,0,156,33,0,186,53,0,211,87
90,0,119,20,0,160,27,0,152,26,0,160,32,0,194,56,0,211,96
90,0,117,23,0,162,34,0,171,35,0,143,23,0,190,54,0,226,97
68,0,163,43,0,145,31,0,148,20,0,167,52,0,206,64,0,225,87
62,0,193,63,0,140,34,0,144,19,0,157,48,0,172,54,0,207,71
60,0,190,61,0,139,34,0,146,18,0,157,47,0,171,53,0,207,70
46,0,201,68,0,147,44,0,150,27,0,138,37,0,144,41,0,194,58
43,0,213,78,0,171,56,0,151,26,0,132,21,0,138,31,0,166,41
45,0,190,59,0,146,40,0,147,25,0,133,18,0,124,23,0,136,28
47,0,151,40,0,124,26,0,136,17,0,138,18,0,105,15,0,109,19
73,0,136,30,0,118,20,0,108,6,0,131,18,0,89,5,0,91,10
44,0,123,22,0,117,16,0,97,7,0,131,24,0,95,9,0,91,7
15,0,104,16,0,118,14,0,98,9,0,117,23,0,115,8,0,95,6
10,0,133,33,0,114,6,0,90,11,0,98,22,0,132,20,0,103,11
10,0,168,57,0,98,4,0,84,11,0,87,15,0,131,26,0,100,12
5,0,143,41,0,78,3,0,58,11,0,68,8,0,110,19,0,90,7
5,0,135,42,0,77,3,0,60,10,0,66,7,0,110,19,0,88,7
1,0,92,27,0,70,2,0,31,12,0,40,3,0,91,8,0,85,3
1,0,49,14,0,62,1,0,22,6,0,8,1,0,55,0,0,77,5
2,0,48,9,0,73,12,0,26,2,0,4,0,0,33,0,0,92,7
4,0,48,8,0,42,9,0,36,1,0,7,0,0,20,0,0,90,13
9,0,55,6,0,4,0,0,33,0,0,8,0,0,16,0,0,63,0
9,0,56,7,0,5,0,0,33,0,0,7,0,0,14,0,0,63,0
17,0,53,4,0,4,0,0,26,0,0,12,4,0,19,1,0,30,0
21,0,49,7,0,4,0,0,6,1,0,9,5,0,21,2,0,19,0
24,0,28,14,0,2,1,0,0,0,0,6,1,0,22,0,0,20,0
31,0,29,17,0,3,2,0,0,0,0,6,0,0,21,0,0,19,0
44,0,39,25,0,3,2,0,0,0,0,18,0,0,23,0,0,21,0
44,0,39,25,0,3,2,0,0,0,0,18,0,0,23,0,0,23,0
46,0,49,24,0,4,2,0,0,0,0,17,0,0,15,0,0,18,0
27,0,58,18,0,4,1,0,0,0,0,6,1,0,6,0,0,19,0
10,0,47,15,0,3,1,0,0,0,0,0,0,0,1,0,0,25,0
1,0,29,16,0,2,1,0,0,0,0,0,0,0,2,0,0,36,0
6,0,12,9,0,1,1,0,0,0,0,0,0,0,0,0,0,38,4
6,0,13,9,0,1,1,0,0,0,0,0,0,0,0,0,0,38,4
19,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,43,6
20,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,62,16
1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,65,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,74,13,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
20,0,136,34,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0
39,0,106,19,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0
41,0,106,19,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0
36,0,87,10,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
29,0,85,9,0,110,23,0,15,3,0,0,0,0,0,0,0,0,0
48,0,111,22,0,141,34,0,19,5,0,0,0,0,0,0,0,0,0
44,0,111,22,0,115,18,0,15,2,0,0,0,0,0,0,0,0,0
34,0,113,15,0,101,13,0,25,4,0,3,1,0,0,0,0,0,0
34,0,114,16,0,102,13,0,24,4,0,2,1,0,0,0,0,0,0
31,0,94,14,0,105,17,0,131,27,0,26,6,0,0,0,0,0,0
34,0,87,32,0,103,16,0,140,31,0,28,7,0,0,0,0,0,0
33,0,103,19,0,116,19,0,129,25,0,25,5,0,0,0,0,0,0
34,0,126,21,0,108,13,0,124,23,0,40,5,0,5,0,0,0,0
29,0,151,27,0,65,22,0,113,21,0,110,18,0,27,5,0,0,0
29,0,148,27,0,66,23,0,112,21,0,110,18,0,27,4,0,0,0
31,0,174,44,0,29,13,0,106,19,0,136,30,0,36,8,0,0,0
28,0,193,53,0,37,5,0,85,12,0,138,31,0,38,9,0,0,0
17,0,195,55,0,89,15,0,42,16,0,115,24,0,34,7,0,0,0
6,0,195,52,0,85,20,0,10,2,0,81,18,0,48,6,0,9,0
3,0,189,54,0,105,34,0,30,4,0,48,13,0,88,22,0,31,7
2,0,185,51,0,105,34,0,31,4,0,50,14,0,87,21,0,31,7
2,0,178,47,0,112,42,0,63,6,0,17,5,0,68,21,0,28,8
1,0,158,31,0,103,37,0,107,29,0,21,5,0,31,14,0,13,6
3,0,137,19,0,102,33,0,94,29,0,41,6,0,7,0,0,0,0
8,0,128,8,0,102,28,0,87,27,0,66,5,0,16,0,0,7,5
2,0,102,3,0,114,23,0,81,25,0,85,9,0,22,1,0,0,0
2,0,98,3,0,113,23,0,81,25,0,83,8,0,21,1,0,0,0
0,0,101,5,0,135,22,0,85,23,0,108,29,0,45,8,0,6,0
2,0,111,8,0,139,25,0,70,21,0,100,30,0,67,8,0,16,0
17,0,112,10,0,131,26,0,73,19,0,93,27,0,83,7,0,24,0
26,0,121,14,0,133,27,0,86,16,0,85,20,0,104,18,0,34,5
30,0,137,18,0,136,22,0,96,17,0,77,20,0,115,24,0,50,8
31,0,137,18,0,137,23,0,97,17,0,78,20,0,113,22,0,49,7
33,0,150,27,0,141,21,0,123,19,0,65,23,0,111,29,0,74,10
42,0,155,34,0,146,25,0,141,21,0,72,18,0,98,27,0,96,16
51,0,180,43,0,155,31,0,118,12,0,80,16,0,92,26,0,113,26
